event_type,log_feature,volume,resource_type,severity_type
event_type 23,feature 305,2,resource_type 7,severity_type 2
event_type 35,feature 312,1,resource_type 2,severity_type 4
event_type 44,feature 290,10,resource_type 2,severity_type 1
event_type 32,feature 134,1,resource_type 2,severity_type 1
event_type 34,feature 221,1,resource_type 2,severity_type 1
event_type 34,feature 229,2,resource_type 2,severity_type 2
event_type 20,feature 104,10,resource_type 8,severity_type 1
event_type 34,feature 219,1,resource_type 2,severity_type 1
event_type 42,feature 376,36,resource_type 2,severity_type 1
event_type 15,feature 80,10,resource_type 8,severity_type 1
event_type 34,feature 309,1,resource_type 2,severity_type 2
event_type 35,feature 312,3,resource_type 2,severity_type 2
event_type 22,feature 274,2,resource_type 6,severity_type 1
event_type 34,feature 232,5,resource_type 2,severity_type 2
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 11,feature 201,7,resource_type 8,severity_type 1
event_type 11,feature 241,2,resource_type 10,severity_type 1
event_type 15,feature 193,11,resource_type 8,severity_type 1
event_type 46,feature 285,228,resource_type 2,severity_type 1
event_type 15,feature 201,2,resource_type 2,severity_type 1
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 11,feature 303,1,resource_type 7,severity_type 1
event_type 35,feature 229,1,resource_type 2,severity_type 2
event_type 11,feature 73,8,resource_type 8,severity_type 1
event_type 11,feature 70,2,resource_type 8,severity_type 1
event_type 34,feature 234,49,resource_type 2,severity_type 2
event_type 35,feature 313,1,resource_type 2,severity_type 2
event_type 11,feature 40,1,resource_type 8,severity_type 2
event_type 34,feature 312,94,resource_type 2,severity_type 2
event_type 35,feature 232,54,resource_type 2,severity_type 2
event_type 10,feature 212,2,resource_type 9,severity_type 1
event_type 34,feature 315,1,resource_type 8,severity_type 2
event_type 34,feature 230,4,resource_type 2,severity_type 2
event_type 34,feature 232,3,resource_type 2,severity_type 2
event_type 23,feature 306,3,resource_type 7,severity_type 1
event_type 34,feature 315,5,resource_type 2,severity_type 2
event_type 35,feature 301,2,resource_type 2,severity_type 1
event_type 34,feature 312,6,resource_type 2,severity_type 2
event_type 23,feature 318,4,resource_type 8,severity_type 1
event_type 34,feature 235,1,resource_type 2,severity_type 2
event_type 11,feature 80,37,resource_type 8,severity_type 1
event_type 11,feature 43,1,resource_type 8,severity_type 1
event_type 23,feature 303,1,resource_type 8,severity_type 1
event_type 11,feature 75,3,resource_type 8,severity_type 1
event_type 2,feature 54,1,resource_type 8,severity_type 1
event_type 35,feature 234,17,resource_type 2,severity_type 2
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 15,feature 80,3,resource_type 8,severity_type 1
event_type 11,feature 171,6,resource_type 2,severity_type 1
event_type 15,feature 193,2,resource_type 8,severity_type 1
event_type 13,feature 273,3,resource_type 10,severity_type 1
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 29,feature 219,1,resource_type 9,severity_type 1
event_type 42,feature 368,4,resource_type 2,severity_type 2
event_type 15,feature 193,1,resource_type 2,severity_type 1
event_type 19,feature 154,2,resource_type 3,severity_type 1
event_type 35,feature 312,4,resource_type 2,severity_type 2
event_type 43,feature 283,34,resource_type 2,severity_type 1
event_type 11,feature 170,1,resource_type 2,severity_type 1
event_type 34,feature 310,1,resource_type 2,severity_type 2
event_type 11,feature 47,2,resource_type 4,severity_type 1
event_type 34,feature 313,7,resource_type 2,severity_type 2
event_type 35,feature 307,1,resource_type 2,severity_type 4
event_type 11,feature 68,2,resource_type 8,severity_type 1
event_type 34,feature 234,1,resource_type 2,severity_type 2
event_type 13,feature 273,2,resource_type 6,severity_type 1
event_type 11,feature 71,44,resource_type 8,severity_type 1
event_type 15,feature 203,6,resource_type 8,severity_type 2
event_type 35,feature 313,7,resource_type 2,severity_type 2
event_type 34,feature 314,7,resource_type 2,severity_type 2
event_type 34,feature 312,13,resource_type 2,severity_type 2
event_type 34,feature 233,1,resource_type 2,severity_type 2
event_type 34,feature 315,1,resource_type 2,severity_type 2
event_type 35,feature 235,2,resource_type 2,severity_type 2
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 14,feature 54,16,resource_type 8,severity_type 1
event_type 35,feature 301,1,resource_type 2,severity_type 4
event_type 35,feature 314,29,resource_type 2,severity_type 2
event_type 35,feature 312,2,resource_type 2,severity_type 1
event_type 20,feature 301,1,resource_type 2,severity_type 1
event_type 11,feature 232,2,resource_type 2,severity_type 1
event_type 11,feature 80,1,resource_type 8,severity_type 1
event_type 15,feature 203,20,resource_type 8,severity_type 2
event_type 11,feature 273,1,resource_type 8,severity_type 1
event_type 10,feature 127,9,resource_type 9,severity_type 1
event_type 11,feature 54,4,resource_type 8,severity_type 1
event_type 34,feature 232,5,resource_type 2,severity_type 2
event_type 54,feature 71,3,resource_type 8,severity_type 2
event_type 15,feature 172,1,resource_type 8,severity_type 2
event_type 34,feature 312,48,resource_type 2,severity_type 2
event_type 15,feature 193,3,resource_type 8,severity_type 1
event_type 35,feature 235,2,resource_type 2,severity_type 2
event_type 34,feature 313,2,resource_type 2,severity_type 2
event_type 35,feature 235,4,resource_type 2,severity_type 2
event_type 11,feature 54,1,resource_type 8,severity_type 1
event_type 20,feature 13,1,resource_type 4,severity_type 1
event_type 13,feature 304,2,resource_type 8,severity_type 1
event_type 22,feature 222,1,resource_type 7,severity_type 2
event_type 11,feature 127,1,resource_type 9,severity_type 1
event_type 26,feature 349,3,resource_type 9,severity_type 1
event_type 14,feature 46,1,resource_type 2,severity_type 2
event_type 35,feature 315,32,resource_type 2,severity_type 2
event_type 35,feature 232,45,resource_type 2,severity_type 2
event_type 20,feature 134,3,resource_type 8,severity_type 1
event_type 44,feature 283,9,resource_type 2,severity_type 1
event_type 35,feature 314,56,resource_type 2,severity_type 2
event_type 11,feature 198,1,resource_type 8,severity_type 1
event_type 43,feature 283,1,resource_type 2,severity_type 1
event_type 23,feature 75,7,resource_type 7,severity_type 2
event_type 35,feature 181,1,resource_type 8,severity_type 1
event_type 22,feature 303,1,resource_type 7,severity_type 4
event_type 44,feature 283,5,resource_type 2,severity_type 1
event_type 42,feature 291,2,resource_type 2,severity_type 1
event_type 15,feature 201,2,resource_type 8,severity_type 1
event_type 34,feature 309,23,resource_type 2,severity_type 2
event_type 11,feature 160,8,resource_type 8,severity_type 1
event_type 14,feature 219,1,resource_type 7,severity_type 1
event_type 11,feature 316,6,resource_type 8,severity_type 1
event_type 13,feature 179,3,resource_type 6,severity_type 1
event_type 34,feature 312,2,resource_type 2,severity_type 2
event_type 35,feature 309,49,resource_type 2,severity_type 2
event_type 35,feature 232,17,resource_type 2,severity_type 2
event_type 13,feature 68,3,resource_type 6,severity_type 1
event_type 34,feature 315,1,resource_type 2,severity_type 2
event_type 11,feature 128,1,resource_type 2,severity_type 1
event_type 15,feature 80,1,resource_type 8,severity_type 2
event_type 11,feature 222,1,resource_type 7,severity_type 1
event_type 35,feature 312,3,resource_type 2,severity_type 1
event_type 36,feature 237,1,resource_type 8,severity_type 1
event_type 15,feature 203,2,resource_type 8,severity_type 2
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 11,feature 171,2,resource_type 8,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 54,feature 82,18,resource_type 8,severity_type 1
event_type 18,feature 54,1,resource_type 6,severity_type 1
event_type 11,feature 207,1,resource_type 8,severity_type 1
event_type 34,feature 312,18,resource_type 2,severity_type 2
event_type 23,feature 75,8,resource_type 8,severity_type 2
event_type 11,feature 54,4,resource_type 4,severity_type 1
event_type 10,feature 39,1,resource_type 2,severity_type 1
event_type 13,feature 54,2,resource_type 6,severity_type 1
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 27,feature 35,1,resource_type 9,severity_type 1
event_type 20,feature 219,2,resource_type 2,severity_type 1
event_type 35,feature 312,7,resource_type 2,severity_type 2
event_type 20,feature 319,1,resource_type 9,severity_type 1
event_type 11,feature 82,21,resource_type 8,severity_type 1
event_type 35,feature 315,6,resource_type 2,severity_type 2
event_type 34,feature 232,4,resource_type 2,severity_type 2
event_type 35,feature 230,1,resource_type 2,severity_type 2
event_type 11,feature 179,1,resource_type 8,severity_type 1
event_type 35,feature 309,17,resource_type 2,severity_type 2
event_type 34,feature 233,24,resource_type 2,severity_type 2
event_type 13,feature 68,8,resource_type 8,severity_type 1
event_type 34,feature 312,12,resource_type 2,severity_type 1
event_type 11,feature 312,3,resource_type 2,severity_type 1
event_type 28,feature 218,1,resource_type 3,severity_type 1
event_type 15,feature 203,5,resource_type 8,severity_type 2
event_type 35,feature 307,5,resource_type 2,severity_type 2
event_type 11,feature 273,1,resource_type 6,severity_type 1
event_type 11,feature 209,1,resource_type 2,severity_type 1
event_type 34,feature 313,1,resource_type 2,severity_type 2
event_type 11,feature 80,2,resource_type 8,severity_type 1
event_type 22,feature 197,3,resource_type 2,severity_type 1
event_type 43,feature 291,6,resource_type 2,severity_type 1
event_type 11,feature 306,1,resource_type 8,severity_type 1
event_type 35,feature 232,16,resource_type 2,severity_type 2
event_type 34,feature 315,3,resource_type 2,severity_type 2
event_type 34,feature 301,1,resource_type 2,severity_type 1
event_type 34,feature 235,1,resource_type 2,severity_type 2
event_type 11,feature 170,4,resource_type 8,severity_type 1
event_type 34,feature 233,6,resource_type 2,severity_type 2
event_type 14,feature 10,6,resource_type 4,severity_type 1
event_type 35,feature 236,1,resource_type 2,severity_type 2
event_type 13,feature 345,4,resource_type 4,severity_type 1
event_type 11,feature 154,1,resource_type 8,severity_type 1
event_type 34,feature 227,1,resource_type 2,severity_type 2
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 42,feature 375,10,resource_type 2,severity_type 1
event_type 35,feature 307,1,resource_type 2,severity_type 2
event_type 11,feature 273,3,resource_type 8,severity_type 1
event_type 14,feature 163,2,resource_type 4,severity_type 1
event_type 20,feature 219,1,resource_type 2,severity_type 1
event_type 34,feature 232,36,resource_type 2,severity_type 2
event_type 54,feature 203,2,resource_type 8,severity_type 1
event_type 11,feature 195,8,resource_type 8,severity_type 1
event_type 11,feature 171,1,resource_type 8,severity_type 1
event_type 22,feature 306,4,resource_type 8,severity_type 1
event_type 11,feature 141,1,resource_type 1,severity_type 1
event_type 15,feature 82,22,resource_type 8,severity_type 1
event_type 34,feature 232,1,resource_type 2,severity_type 2
event_type 14,feature 134,2,resource_type 8,severity_type 1
event_type 14,feature 163,2,resource_type 2,severity_type 1
event_type 44,feature 376,4,resource_type 2,severity_type 1
event_type 7,feature 80,3,resource_type 1,severity_type 1
event_type 34,feature 314,28,resource_type 2,severity_type 2
event_type 11,feature 273,1,resource_type 8,severity_type 1
event_type 15,feature 82,1,resource_type 8,severity_type 2
event_type 34,feature 232,1,resource_type 2,severity_type 2
event_type 11,feature 82,2,resource_type 2,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 35,feature 308,1,resource_type 2,severity_type 2
event_type 35,feature 227,4,resource_type 2,severity_type 2
event_type 11,feature 179,5,resource_type 8,severity_type 1
event_type 35,feature 220,2,resource_type 2,severity_type 1
event_type 15,feature 193,1,resource_type 8,severity_type 1
event_type 15,feature 71,5,resource_type 2,severity_type 1
event_type 15,feature 80,16,resource_type 8,severity_type 1
event_type 54,feature 70,1,resource_type 2,severity_type 1
event_type 15,feature 82,4,resource_type 8,severity_type 2
event_type 50,feature 368,1,resource_type 2,severity_type 1
event_type 35,feature 307,2,resource_type 2,severity_type 2
event_type 34,feature 134,1,resource_type 2,severity_type 1
event_type 14,feature 273,1,resource_type 7,severity_type 1
event_type 42,feature 368,9,resource_type 2,severity_type 1
event_type 50,feature 285,16,resource_type 2,severity_type 1
event_type 34,feature 227,1,resource_type 2,severity_type 2
event_type 11,feature 54,5,resource_type 8,severity_type 1
event_type 19,feature 38,2,resource_type 8,severity_type 1
event_type 11,feature 80,3,resource_type 8,severity_type 1
