id,event_type,log_feature,volume,resource_type,severity_type
10280,event_type 34,feature 94,1,resource_type 2,severity_type 1
12294,event_type 42,feature 283,8,resource_type 2,severity_type 1
8188,event_type 35,feature 235,16,resource_type 2,severity_type 2
15905,event_type 35,feature 312,2,resource_type 2,severity_type 2
12718,event_type 34,feature 312,5,resource_type 2,severity_type 2
10583,event_type 42,feature 283,9,resource_type 2,severity_type 1
406,event_type 20,feature 345,1,resource_type 4,severity_type 1
18010,event_type 13,feature 345,1,resource_type 6,severity_type 1
11441,event_type 15,feature 82,10,resource_type 8,severity_type 2
7675,event_type 34,feature 232,1,resource_type 2,severity_type 2
10529,event_type 34,feature 307,2,resource_type 2,severity_type 2
4042,event_type 34,feature 310,1,resource_type 8,severity_type 1
15816,event_type 34,feature 229,20,resource_type 2,severity_type 2
3064,event_type 20,feature 219,1,resource_type 2,severity_type 1
5473,event_type 20,feature 221,1,resource_type 2,severity_type 1
9373,event_type 10,feature 154,2,resource_type 3,severity_type 1
4149,event_type 11,feature 71,3,resource_type 8,severity_type 1
8593,event_type 35,feature 312,21,resource_type 2,severity_type 2
12844,event_type 6,feature 68,55,resource_type 8,severity_type 1
656,event_type 35,feature 230,28,resource_type 2,severity_type 2
339,event_type 11,feature 134,1,resource_type 2,severity_type 1
3992,event_type 35,feature 232,3,resource_type 2,severity_type 1
6004,event_type 35,feature 232,4,resource_type 2,severity_type 2
4614,event_type 42,feature 283,2,resource_type 2,severity_type 1
10779,event_type 35,feature 232,14,resource_type 2,severity_type 2
6915,event_type 34,feature 301,1,resource_type 2,severity_type 1
13660,event_type 42,feature 283,3,resource_type 2,severity_type 1
188,event_type 35,feature 312,1,resource_type 2,severity_type 2
12441,event_type 13,feature 54,4,resource_type 6,severity_type 1
16615,event_type 34,feature 227,1,resource_type 2,severity_type 2
5121,event_type 11,feature 160,2,resource_type 8,severity_type 1
13279,event_type 11,feature 219,1,resource_type 2,severity_type 1
5099,event_type 34,feature 228,7,resource_type 2,severity_type 2
11051,event_type 14,feature 68,2,resource_type 6,severity_type 1
10564,event_type 34,feature 232,98,resource_type 2,severity_type 2
4437,event_type 35,feature 233,6,resource_type 2,severity_type 2
2954,event_type 11,feature 68,115,resource_type 4,severity_type 1
6739,event_type 11,feature 114,2,resource_type 8,severity_type 2
5258,event_type 34,feature 309,15,resource_type 2,severity_type 2
15105,event_type 22,feature 222,1,resource_type 7,severity_type 2
1455,event_type 54,feature 193,2,resource_type 2,severity_type 1
18363,event_type 14,feature 170,14,resource_type 8,severity_type 1
12716,event_type 35,feature 232,13,resource_type 2,severity_type 2
2097,event_type 14,feature 68,2,resource_type 4,severity_type 1
14827,event_type 15,feature 203,3,resource_type 8,severity_type 2
3054,event_type 23,feature 273,1,resource_type 7,severity_type 1
16453,event_type 35,feature 234,1,resource_type 2,severity_type 2
6978,event_type 35,feature 312,19,resource_type 2,severity_type 2
11392,event_type 35,feature 314,1,resource_type 2,severity_type 2
16057,event_type 11,feature 87,1,resource_type 8,severity_type 1
3496,event_type 35,feature 232,2,resource_type 2,severity_type 2
9402,event_type 23,feature 305,2,resource_type 7,severity_type 2
2891,event_type 35,feature 312,1,resource_type 2,severity_type 4
10351,event_type 44,feature 290,10,resource_type 2,severity_type 1
12186,event_type 32,feature 134,1,resource_type 2,severity_type 1
8180,event_type 34,feature 221,1,resource_type 2,severity_type 1
2437,event_type 34,feature 229,2,resource_type 2,severity_type 2
11737,event_type 20,feature 104,10,resource_type 8,severity_type 1
1210,event_type 34,feature 219,1,resource_type 2,severity_type 1
13640,event_type 42,feature 376,36,resource_type 2,severity_type 1
13154,event_type 15,feature 80,10,resource_type 8,severity_type 1
16241,event_type 34,feature 309,1,resource_type 2,severity_type 2
15091,event_type 35,feature 312,3,resource_type 2,severity_type 2
1164,event_type 22,feature 274,2,resource_type 6,severity_type 1
5935,event_type 34,feature 232,5,resource_type 2,severity_type 2
16607,event_type 35,feature 232,2,resource_type 2,severity_type 2
13004,event_type 11,feature 201,7,resource_type 8,severity_type 1
11457,event_type 11,feature 241,2,resource_type 10,severity_type 1
4440,event_type 15,feature 193,11,resource_type 8,severity_type 1
7022,event_type 46,feature 285,228,resource_type 2,severity_type 1
693,event_type 15,feature 201,2,resource_type 2,severity_type 1
18080,event_type 34,feature 312,1,resource_type 2,severity_type 2
4582,event_type 11,feature 303,1,resource_type 7,severity_type 1
17947,event_type 35,feature 229,1,resource_type 2,severity_type 2
5564,event_type 11,feature 73,8,resource_type 8,severity_type 1
12602,event_type 11,feature 70,2,resource_type 8,severity_type 1
9497,event_type 34,feature 234,49,resource_type 2,severity_type 2
5762,event_type 35,feature 313,1,resource_type 2,severity_type 2
315,event_type 11,feature 40,1,resource_type 8,severity_type 2
9261,event_type 34,feature 312,94,resource_type 2,severity_type 2
10122,event_type 35,feature 232,54,resource_type 2,severity_type 2
13596,event_type 10,feature 212,2,resource_type 9,severity_type 1
4199,event_type 34,feature 315,1,resource_type 8,severity_type 2
29,event_type 34,feature 230,4,resource_type 2,severity_type 2
15887,event_type 34,feature 232,3,resource_type 2,severity_type 2
3195,event_type 23,feature 306,3,resource_type 7,severity_type 1
6004,event_type 34,feature 315,5,resource_type 2,severity_type 2
16748,event_type 35,feature 301,2,resource_type 2,severity_type 1
8496,event_type 34,feature 312,6,resource_type 2,severity_type 2
4266,event_type 23,feature 318,4,resource_type 8,severity_type 1
5364,event_type 34,feature 235,1,resource_type 2,severity_type 2
12198,event_type 11,feature 80,37,resource_type 8,severity_type 1
12003,event_type 11,feature 43,1,resource_type 8,severity_type 1
4582,event_type 23,feature 303,1,resource_type 8,severity_type 1
1546,event_type 11,feature 75,3,resource_type 8,severity_type 1
14858,event_type 2,feature 54,1,resource_type 8,severity_type 1
6106,event_type 35,feature 234,17,resource_type 2,severity_type 2
3817,event_type 34,feature 232,2,resource_type 2,severity_type 2
2966,event_type 15,feature 80,3,resource_type 8,severity_type 1
2983,event_type 11,feature 171,6,resource_type 2,severity_type 1
6801,event_type 15,feature 193,2,resource_type 8,severity_type 1
1470,event_type 13,feature 273,3,resource_type 10,severity_type 1
17222,event_type 35,feature 232,2,resource_type 2,severity_type 2
18412,event_type 29,feature 219,1,resource_type 9,severity_type 1
11205,event_type 42,feature 368,4,resource_type 2,severity_type 2
11612,event_type 15,feature 193,1,resource_type 2,severity_type 1
9373,event_type 19,feature 154,2,resource_type 3,severity_type 1
17388,event_type 35,feature 312,4,resource_type 2,severity_type 2
6083,event_type 43,feature 283,34,resource_type 2,severity_type 1
10207,event_type 11,feature 170,1,resource_type 2,severity_type 1
55,event_type 34,feature 310,1,resource_type 2,severity_type 2
6563,event_type 11,feature 47,2,resource_type 4,severity_type 1
31,event_type 34,feature 313,7,resource_type 2,severity_type 2
11167,event_type 35,feature 307,1,resource_type 2,severity_type 4
2097,event_type 11,feature 68,2,resource_type 8,severity_type 1
2416,event_type 34,feature 234,1,resource_type 2,severity_type 2
3682,event_type 13,feature 273,2,resource_type 6,severity_type 1
8620,event_type 11,feature 71,44,resource_type 8,severity_type 1
5707,event_type 15,feature 203,6,resource_type 8,severity_type 2
17464,event_type 35,feature 313,7,resource_type 2,severity_type 2
17564,event_type 34,feature 314,7,resource_type 2,severity_type 2
6206,event_type 34,feature 312,13,resource_type 2,severity_type 2
7392,event_type 34,feature 233,1,resource_type 2,severity_type 2
5364,event_type 34,feature 315,1,resource_type 2,severity_type 2
8830,event_type 35,feature 235,2,resource_type 2,severity_type 2
11454,event_type 20,feature 134,1,resource_type 2,severity_type 1
7283,event_type 35,feature 232,1,resource_type 2,severity_type 2
3183,event_type 14,feature 54,16,resource_type 8,severity_type 1
10032,event_type 35,feature 301,1,resource_type 2,severity_type 4
5859,event_type 35,feature 314,29,resource_type 2,severity_type 2
4691,event_type 35,feature 312,2,resource_type 2,severity_type 1
10629,event_type 20,feature 301,1,resource_type 2,severity_type 1
1729,event_type 11,feature 232,2,resource_type 2,severity_type 1
12879,event_type 11,feature 80,1,resource_type 8,severity_type 1
5423,event_type 15,feature 203,20,resource_type 8,severity_type 2
5214,event_type 11,feature 273,1,resource_type 8,severity_type 1
6661,event_type 10,feature 127,9,resource_type 9,severity_type 1
10518,event_type 11,feature 54,4,resource_type 8,severity_type 1
8732,event_type 34,feature 232,5,resource_type 2,severity_type 2
13499,event_type 54,feature 71,3,resource_type 8,severity_type 2
15324,event_type 15,feature 172,1,resource_type 8,severity_type 2
9713,event_type 34,feature 312,48,resource_type 2,severity_type 2
10249,event_type 15,feature 193,3,resource_type 8,severity_type 1
11110,event_type 35,feature 235,2,resource_type 2,severity_type 2
17593,event_type 34,feature 313,2,resource_type 2,severity_type 2
17656,event_type 35,feature 235,4,resource_type 2,severity_type 2
14403,event_type 11,feature 54,1,resource_type 8,severity_type 1
11696,event_type 20,feature 13,1,resource_type 4,severity_type 1
1164,event_type 13,feature 304,2,resource_type 8,severity_type 1
1342,event_type 22,feature 222,1,resource_type 7,severity_type 2
3278,event_type 11,feature 127,1,resource_type 9,severity_type 1
8406,event_type 26,feature 349,3,resource_type 9,severity_type 1
14311,event_type 14,feature 46,1,resource_type 2,severity_type 2
12975,event_type 35,feature 315,32,resource_type 2,severity_type 2
3636,event_type 35,feature 232,45,resource_type 2,severity_type 2
10342,event_type 20,feature 134,3,resource_type 8,severity_type 1
13889,event_type 44,feature 283,9,resource_type 2,severity_type 1
13028,event_type 35,feature 314,56,resource_type 2,severity_type 2
13814,event_type 11,feature 198,1,resource_type 8,severity_type 1
787,event_type 43,feature 283,1,resource_type 2,severity_type 1
1342,event_type 23,feature 75,7,resource_type 7,severity_type 2
4065,event_type 35,feature 181,1,resource_type 8,severity_type 1
12513,event_type 22,feature 303,1,resource_type 7,severity_type 4
12831,event_type 44,feature 283,5,resource_type 2,severity_type 1
13164,event_type 42,feature 291,2,resource_type 2,severity_type 1
14048,event_type 15,feature 201,2,resource_type 8,severity_type 1
11424,event_type 34,feature 309,23,resource_type 2,severity_type 2
4691,event_type 11,feature 160,8,resource_type 8,severity_type 1
3700,event_type 14,feature 219,1,resource_type 7,severity_type 1
17857,event_type 11,feature 316,6,resource_type 8,severity_type 1
1877,event_type 13,feature 179,3,resource_type 6,severity_type 1
13196,event_type 34,feature 312,2,resource_type 2,severity_type 2
29,event_type 35,feature 309,49,resource_type 2,severity_type 2
9500,event_type 35,feature 232,17,resource_type 2,severity_type 2
84,event_type 13,feature 68,3,resource_type 6,severity_type 1
8307,event_type 34,feature 315,1,resource_type 2,severity_type 2
4582,event_type 11,feature 128,1,resource_type 2,severity_type 1
13808,event_type 15,feature 80,1,resource_type 8,severity_type 2
2157,event_type 11,feature 222,1,resource_type 7,severity_type 1
5329,event_type 35,feature 312,3,resource_type 2,severity_type 1
7332,event_type 36,feature 237,1,resource_type 8,severity_type 1
11853,event_type 15,feature 203,2,resource_type 8,severity_type 2
10263,event_type 35,feature 233,1,resource_type 2,severity_type 2
1266,event_type 35,feature 232,2,resource_type 2,severity_type 2
16438,event_type 11,feature 171,2,resource_type 8,severity_type 1
1789,event_type 34,feature 232,2,resource_type 2,severity_type 2
2644,event_type 54,feature 82,18,resource_type 8,severity_type 1
7194,event_type 18,feature 54,1,resource_type 6,severity_type 1
6585,event_type 11,feature 207,1,resource_type 8,severity_type 1
9021,event_type 34,feature 312,18,resource_type 2,severity_type 2
7444,event_type 23,feature 75,8,resource_type 8,severity_type 2
1184,event_type 11,feature 54,4,resource_type 4,severity_type 1
1971,event_type 10,feature 39,1,resource_type 2,severity_type 1
3719,event_type 13,feature 54,2,resource_type 6,severity_type 1
9641,event_type 35,feature 232,1,resource_type 2,severity_type 2
15181,event_type 27,feature 35,1,resource_type 9,severity_type 1
15410,event_type 20,feature 219,2,resource_type 2,severity_type 1
15910,event_type 35,feature 312,7,resource_type 2,severity_type 2
15181,event_type 20,feature 319,1,resource_type 9,severity_type 1
12198,event_type 11,feature 82,21,resource_type 8,severity_type 1
14690,event_type 35,feature 315,6,resource_type 2,severity_type 2
17401,event_type 34,feature 232,4,resource_type 2,severity_type 2
12575,event_type 35,feature 230,1,resource_type 2,severity_type 2
3229,event_type 11,feature 179,1,resource_type 8,severity_type 1
8808,event_type 35,feature 309,17,resource_type 2,severity_type 2
8902,event_type 34,feature 233,24,resource_type 2,severity_type 2
9196,event_type 13,feature 68,8,resource_type 8,severity_type 1
13181,event_type 34,feature 312,12,resource_type 2,severity_type 1
4896,event_type 11,feature 312,3,resource_type 2,severity_type 1
18358,event_type 28,feature 218,1,resource_type 3,severity_type 1
13926,event_type 15,feature 203,5,resource_type 8,severity_type 2
11856,event_type 35,feature 307,5,resource_type 2,severity_type 2
18010,event_type 11,feature 273,1,resource_type 6,severity_type 1
